question,document_id
What do I need to have ready at the installation site for the bouncy castle?,faq_640
"Mekkora és milyen legyen a hely, ahol felállítják az ugrálóvárat?",faq_640
"Kell áram a helyszínre az ugrálóvárhoz, és ha igen, milyen?",faq_640
What space and power supply are required where the inflatable castle is installed?,faq_640
What kind of mistake is considered a data entry error when placing an order?,faq_644
Can you give examples of data entry errors in an order?,faq_644
What are some ordering typos or input mistakes that count as data entry errors?,faq_644
Does entering the wrong item or quantity count as a data entry error?,faq_644
Milyen hibák számítanak adatbeviteli hibának rendeléskor?,faq_644
Mikor szokott lenni a kiszállítás és az átvétel időpontja?,faq_642
Milyen időben történik általában a delivery és a pickup?,faq_642
"Mikorra várható a kiszállítás, és mikor van az átvétel?",faq_642
"Általában hány és hány óra között jön a futár, illetve mikor veszik át?",faq_642
"Mikor szoktak szállítani, és mikor szoktak pickupot csinálni?",faq_642
Mikor jön a kiszállítás és mikor viszik el az eszközt?,faq_643
Milyen időpontban történik a szállítás és az elszállítás?,faq_643
"Mikor érkezik a kiszállítás, és este mikor van az elszállítás?",faq_643
Hány órakor szokott lenni a kiszállítás meg az elszállítás?,faq_643
"08:00-11:00 között van a kiszállítás, és mikor van az elszállítás?",faq_643
Mik számítanak adatbeviteli hibának rendelésnél?,faq_645
Mi minősül hibás adatbevitelnek a kosárba rakás vagy rendelés során?,faq_645
Például milyen rendelési hibák számítanak adatbeviteli hibának?,faq_645
"Ha rossz mennyiséget adok meg vagy elírok valamit, az adatbeviteli hiba?",faq_645
Milyen esetekben beszélünk adatbeviteli hibáról a vásárlásnál?,faq_645
What are the data security rules for the Service Provider's employees?,faq_646
Do the Service Provider's staff have to keep information confidential?,faq_646
What confidentiality obligation do employees of the Service Provider have?,faq_646
Are Service Provider employees required to observe strict confidentiality?,faq_646
How does the Service Provider handle employee confidentiality for data security?,faq_646
Milyen feltételeknek kell megfelelnie a helyszínnek a telepítéshez?,faq_641
Mit kell biztosítania a bérlőnek a légvár felállításához?,faq_641
Mekkora terület és milyen áram kell a telepítés helyszínén?,faq_641
Kell-e 220V-os áram és sík talaj a légvárhoz?,faq_641
Milyen helyszíni feltételek szükségesek a bérleti légvár telepítéséhez?,faq_641
Ki férhet hozzá a feldolgozott személyes adatokhoz?,faq_648
Who is allowed to access the processed personal data?,faq_648
Melyik munkatársak láthatják a kezelt személyes adatokat?,faq_648
"Can anyone else access the processed personal data, or only contracted employees?",faq_648
Who can see my personal data after it's been processed?,faq_648
Milyen dokumentum ez pontosan?,faq_653
Ez milyen irat vagy szerződésminta?,faq_653
"Mire való ez a szöveg, milyen dokumentum?",faq_653
Bérleti szerződés mintáról van szó?,faq_653
Ez egy lakásbérleti szerződés minta?,faq_653
What do these General Terms and Conditions cover?,faq_654
Which services are these GTCs applicable to?,faq_654
Do these terms apply to bouncy castle rental only?,faq_654
What service is governed by these General Terms and Conditions?,faq_654
Are these terms and conditions for inflatable castle rental services?,faq_654
"Mit mutat ez a bérleti szerződés részlet, van benne valami feltétel vagy díj?",faq_651
"Látok ebből a szerződésmintából bérleti adatokat, időpontot vagy árakat?",faq_651
"Mi olvasható ezen a bérleti szerződés oldalon, vannak benne konkrét szerződési feltételek?",faq_651
Ez a részlet tartalmaz bérleti feltételeket vagy csak weboldal szövegek látszanak?,faq_651
"Miket lehet látni a bérleti szerződés mintából, ha nincs benne semmi konkrét infó?",faq_651
Milyen típusú dokumentum ez?,faq_652
Ez milyen irat vagy minta?,faq_652
Bérleti szerződésről szól ez a szöveg?,faq_652
Ez egy lakásbérleti szerződés minta?,faq_652
What kind of document is this?,faq_652
Kik láthatják a kezelt személyes adataimat?,faq_649
Ki férhet hozzá a személyes adataimhoz a Szolgáltatónál?,faq_649
"Mindenki hozzáfér az adataimhoz, vagy csak a munkatársak?",faq_649
A kezelt személyes adatokat kik kezelhetik és nézhetik meg?,faq_649
Kik jogosultak a nálatok tárolt személyes adatokhoz hozzáférni?,faq_649
Milyen titoktartási kötelezettségük van a Szolgáltató munkatársainak?,faq_647
A Szolgáltató dolgozóira milyen adatbiztonsági szabályok vonatkoznak?,faq_647
Kötelesek-e a Szolgáltató munkatársai titokban tartani az adatokat?,faq_647
Mi a Szolgáltató alkalmazottainak kötelezettsége az adatok bizalmas kezelésével kapcsolatban?,faq_647
Mennyire van szigorúan szabályozva a Szolgáltató munkatársainak titoktartása?,faq_647
Mire vonatkoznak ezek az ÁSZF-ek?,faq_655
Ez az Általános Szerződési Feltétel milyen szolgáltatásra érvényes?,faq_655
Az ÁSZF az ugrálóvár bérlésre vonatkozik?,faq_655
Milyen szolgáltatásra ezek a feltételek vonatkoznak pontosan?,faq_655
Légvár és ugrálóvár bérlésre is ezek a szerződési feltételek érvényesek?,faq_655
"Mit nyilatkozom, amikor megrendelem a szolgáltatást?",faq_656
What do I declare when I order the service?,faq_656
Mi történik jogilag a szolgáltatás megrendelésekor?,faq_656
"A szolgáltatás rendelése azt jelenti, hogy elfogadom a feltételeket?",faq_656
"When I place an order, am I confirming that I read and accepted the Terms and Conditions?",faq_656
What does this excerpt from the rental agreement actually show?,faq_650
I only see labels like Facebook and cookie notice — is there any rental contract info in this snippet?,faq_650
What information is included in this rental agreement excerpt?,faq_650
"Does this part of the bérleti szerződés contain any terms, fees, or dates?",faq_650
"What am I looking at here if the page only shows ""Bérleti szerződés minta"" and some website links?",faq_650
Milyen iratok kellenek a bérleti szerződés aláírásához?,faq_660
What documents do I need to sign the rental agreement?,faq_660
Szükséges személyi igazolvány és lakcímkártya a szerződéshez?,faq_660
Mivel kell mennem a bérleti szerződés aláírásakor?,faq_660
What ID documents are required for signing the rental contract?,faq_660
"Mit jelent, ha megrendelem a szolgáltatást, mit ismerek el vele?",faq_657
A megrendeléssel mit nyilatkozok az ÁSZF-ről?,faq_657
A szolgáltatás rendelésekor automatikusan elfogadom az ÁSZF-et?,faq_657
Mit kell tudni a megrendelő nyilatkozatáról a szolgáltatás megrendelésekor?,faq_657
"Ha megrendelem a szolgáltatást, azzal azt mondom, hogy elolvastam és elfogadom az ÁSZF-et?",faq_657
Mit kell még aláírni a bérleti szerződésen kívül?,faq_659
A bérleti szerződés mellett milyen dokumentumot írunk alá?,faq_659
Még mit kell aláírnom a bérleti szerződéshez?,faq_659
A szerződésen kívül aláírjuk a TÜV Üzemeltetési Naplót is?,faq_659
"Bérleti szerződés aláírásakor kell még valami, pl. a TÜV Üzemeltetési Napló?",faq_659
Kapok használati útmutatót a bérleti szerződéshez?,faq_661
Adnak részletes instrukciós kézikönyvet is?,faq_661
Lesz valami user manual a szerződés mellé?,faq_661
"Küldtök használati útmutatót, ha aláírjuk a bérleti szerződést?",faq_661
Szükség esetén van részletes leírás / manual a használathoz?,faq_661
Mit írunk alá a bérleti szerződés mellett?,faq_658
A rental contracton kívül még mit kell aláírni?,faq_658
What else do we sign besides the lease agreement?,faq_658
A bérleti szerződéshez kapcsolódóan milyen más dokumentumot kell még aláírnunk?,faq_658
"Mi az a plusz papír, amit a szerződés mellé alá kell írni?",faq_658
Kapok a bérleti szerződés mellé használati útmutatót?,faq_662
Adnak használati útmutatót az aláírt bérleti szerződéshez?,faq_662
"Lesz részletes használati útmutató, amikor megkötjük a bérleti szerződést?",faq_662
A bérléshez jár valamilyen használati útmutató?,faq_662
Kaphatok használati leírást a bérleti szerződéshez?,faq_662
"Mit kell mellékelni, ha a fogyasztó meghatalmazott útján jár el?",faq_665
What document is needed if the consumer is represented by someone else?,faq_665
"Ha a fogyasztó képviselőn keresztül intézi az ügyet, mit kell csatolni?",faq_665
"Kell-e valamilyen meghatalmazás, ha a fogyasztó nem személyesen jár el?",faq_665
What should be attached to the application when the consumer acts via an authorized representative?,faq_665
"Mit kell benyújtani, ha a fogyasztó meghatalmazott útján jár el?",faq_666
"Ha a kérelmet egy meghatalmazott intézi, kell mellé meghatalmazás is?",faq_666
"Mi a teendő, amikor a fogyasztó nem személyesen, hanem képviselőn keresztül jár el?",faq_666
"Kell-e csatolni a meghatalmazást, ha a fogyasztó helyett valaki más nyújtja be a kérelmet?",faq_666
"Hogyan kell eljárni, ha a fogyasztó meghatalmazottal intézi az ügyet?",faq_666
"Mit kell beleírni a békéltető testületi kérelemhez csatolt nyilatkozatba, ha még nem indítottam más eljárást?",faq_668
Milyen fogyasztói nyilatkozat szükséges a békéltető testületi kérelem mellé a korábbi eljárásokról?,faq_668
"Kell-e külön nyilatkozat arról, hogy az ügyben nem volt más békéltető testületi vagy közvetítői eljárás?",faq_668
Mit igazoljon a fogyasztó nyilatkozata a békéltető testületi kérelemhez a keresetlevélről vagy fizetési meghagyásról?,faq_668
"Milyen papírt kell csatolni, hogy igazoljam: az ügyben nem indult sem más békéltető eljárás, sem közvetítői eljárás, és nem adtam be keresetet?",faq_668
Milyen dokumentumok kellenek a bérleti szerződés aláírásához?,faq_669
What papers do I need to sign the rental agreement?,faq_669
Szükséges személyi igazolvány és lakcímkártya a szerződéshez?,faq_669
Milyen iratok szükségesek a bérleti szerződés megkötéséhez?,faq_669
Do I need an ID card and address card to sign the lease?,faq_669
Milyen dokumentumot kell még bizonyítékként csatolni a kérelemhez?,faq_663
What evidence document needs to be attached as well?,faq_663
Kell-e mellékelni a vállalkozás panaszt elutasító írásos nyilatkozatát is?,faq_663
Milyen iratot vagy másolatot kell benyújtani a fogyasztó által hivatkozott bizonyítékként?,faq_663
"Ha nincs meg az elutasító válasz, akkor milyen egyéb írásos bizonyítékot fogadnak el?",faq_663
Milyen okmányokat kell vinnem a bérleti szerződés aláírásához?,faq_670
Szükséges-e személyi igazolvány és lakcímkártya a bérleti szerződéshez?,faq_670
Mik kellenek a bérleti szerződés aláírásakor?,faq_670
Milyen iratok szükségesek a szerződés aláírásához bérlésnél?,faq_670
"Kell-e valami okmány a bérleti szerződés podpisához, pl. személyi meg lakcímkártya?",faq_670
What does it mean that the parties read and signed the appendix with approval?,faq_671
What is meant by saying the appendix was read and signed by both parties with approval?,faq_671
"If both sides signed the rental agreement appendix after reading it, what does that imply?",faq_671
What does it indicate when the parties acknowledge they have read the appendix and sign it as approved?,faq_671
What does it mean to sign this rental appendix after reading it and accepting it as matching your intention?,faq_671
Milyen dokumentumot kell csatolnom a kérelemhez bizonyítékként?,faq_664
"Milyen irat kell a kérelem mellé, ha bizonyítani akarom az állításomat?",faq_664
Mit kell mellékelni a panaszhoz igazolásként?,faq_664
Milyen okiratot vagy másolatot kell benyújtani a kérelemhez bizonyítékként?,faq_664
"Ha nincs a vállalkozás elutasító levele, milyen más írásos bizonyítékot kell csatolni?",faq_664
"Mit jelent az, hogy a mellékletet átolvasták és jóváhagyólag aláírták?",faq_672
"Mi az értelme annak, hogy a felek a mellékletet elolvasták és jóváhagyták?",faq_672
"Mit takar az a kifejezés, hogy a felek a mellékletet akaratukkal egyezőnek tartva írták alá?",faq_672
"Ha egy mellékletet jóváhagyólag írnak alá, az pontosan mit jelent?",faq_672
"Mit jelent a szerződés mellékleténél az, hogy a felek elolvasták és aláírták, mert mindenben egyetértenek vele?",faq_672
What does “last modified: 1 October 2018” mean?,faq_673
Why does it say last modified on 1 October 2018?,faq_673
What is the meaning of the date “last modified: 1 October 2018”?,faq_673
"When it says “last modified: 1 October 2018,” what does that refer to?",faq_673
Can you explain what “last modified 1 October 2018” means?,faq_673
Mire vonatkozik a 8.6-os pont az adatkezelési tájékoztatóban?,faq_676
Mi a 8.6-os pont címe?,faq_676
A 8.6-os pont miről szól?,faq_676
Mit jelent a 8.6-os rész az adatkezelésben?,faq_676
Hogyan hívják a 8.6-os pontot?,faq_676
What is section 8.6 about?,faq_675
What does section 8.6 refer to in the policy?,faq_675
Can you tell me what section 8.6 means?,faq_675
Section 8.6 - what title does it have?,faq_675
What is the name of section 8.6?,faq_675
"Mit jelent az, hogy utolsó módosítás: 2018. október 1.?",faq_674
"Az ""utolsó módosítás"" dátum mit takar pontosan, ha 2018.10.01 szerepel?",faq_674
Mire utal a 2018. október 1-jei utolsó módosítás?,faq_674
"Mit kell érteni azon, hogy a szöveg utoljára 2018. október 1-jén módosult?",faq_674
Utolsó módosítás 2018.10.01 — ez mit jelent?,faq_674
Milyen nyilatkozatot kell csatolni a békéltető testületi kérelemhez a korábbi eljárásokról?,faq_667
"Mit kell írnia a fogyasztónak arról, hogy indult-e már más békéltető eljárás ugyanebben az ügyben?",faq_667
"Kell-e nyilatkozat a kérelemhez arról, hogy nem volt mediáció, kereset vagy fizetési meghagyás?",faq_667
Milyen előző eljárások hiányáról kell nyilatkozni a békéltető testületi kérelemben?,faq_667
"Mi az a fogyasztói nyilatkozat, amit a békéltető testületi kérelem mellé csatolni kell, ha még nem indult semmi az ügyben?",faq_667
Mikor lehet a korlátozottan kezelt személyes adatot a tároláson kívül mégis feldolgozni?,faq_677
"If my personal data is under processing restriction, when can it still be used besides storage?",faq_677
Milyen esetekben lehet a korlátozott adatokat a tároláson túl feldolgozni?,faq_677
"Can restricted personal data be processed for anything other than storage, and if so, when?",faq_677
Mikor engedélyezett a korlátozás alá eső személyes adatok kezelése a tároláson kívül?,faq_677
What does the text say about the ordering process?,faq_681
Can you tell me the details under the ordering process section?,faq_681
Is there any info about how ordering works in the excerpt?,faq_681
What does the document mention about placing an order?,faq_681
Does the text explain the ordering process or is it just a heading?,faq_681
Mit tartalmaz az ugrálóvár bérlés szolgáltatás?,faq_679
What’s included in the inflatable castle rental?,faq_679
Az ugralovar bérlésnél benne van a kiszállítás és a telepítés is?,faq_679
"Miket kapok, ha légvárat rendelek bérlésre?",faq_679
"Does the bouncy castle rental include delivery, setup, and removal?",faq_679
Mikor lehet a korlátozott adatkezelés alatt álló személyes adatokat a tároláson kívül másra is használni?,faq_678
"Ha egy adatkezelés korlátozott, milyen esetekben kezelhetők mégis az adatok a tárolás mellett?",faq_678
Korlátozás alá eső személyes adatokat mikor lehet tároláson kívül kezelni?,faq_678
Milyen jogalapon lehet a korlátozott adatkezelésű adatokat a tároláson felül felhasználni?,faq_678
Adatkezelés korlátozása esetén mikor engedélyezett a személyes adatok további kezelése?,faq_678
Mi van írva a megrendelés menetéről a szövegben?,faq_682
"A rendelésről mit mond a leírás, van benne részletezés?",faq_682
Mit tudunk meg a megrendeléssel kapcsolatban a szöveg alapján?,faq_682
"A megrendelés menetéhez van valami infó a szövegben, vagy csak a cím szerepel?",faq_682
"Mit ír a dokumentum a megrendelésről, pontosan mi szerepel benne?",faq_682
Mit tartalmaz az ugrálóvár bérlés szolgáltatás?,faq_680
A légvár bérbeadásnál benne van a kiszállítás és a telepítés is?,faq_680
Miket intéz a szolgáltató az ugrálóvár bérlésekor?,faq_680
Az ugrálóvár bérlés ára tartalmazza az üzembe helyezést és az elszállítást is?,faq_680
"Mi van benne a légvár bérlésben, csak a használat vagy a kiszállítás meg a felállítás is?",faq_680
Who is allowed to set up and take down the inflatable castles?,faq_683
Can customers install or dismantle the bounce house themselves?,faq_683
Ki szerelheti össze és bonthatja le az ugrálóvárat?,faq_683
Who handles the installation and removal of the inflatables?,faq_683
May anyone besides the Service Provider assemble and dismantle the inflatables?,faq_683
Mit jelent a kiválasztott ugrálóvár bérlésének napja?,faq_687
A „kiválasztott bérlés napja” pontosan mire utal az ugrálóvárnál?,faq_687
What does the chosen bouncy castle rental day mean?,faq_687
Mire vonatkozik az ugrálóvár bérlésénél a választott nap?,faq_687
Az ugrálóvár foglalásnál a kiválasztott nap mit jelent?,faq_687
Mikorra érvényes a bérelt légvár napja?,faq_688
A választott ugrálóvár bérlése melyik napra szól?,faq_688
Melyik napra vonatkozik a légvár bérlése?,faq_688
A lefoglalt légvár melyik napra érvényes?,faq_688
"A bérlés napja mikor van, ha légvárat választok?",faq_688
"If my company's registered office isn't in the chamber's county, what does our cooperation obligation include in a conciliation case?",faq_685
"When the company is based outside the county of the competent conciliation body, what are we required to do?",faq_685
What does a business have to provide if its seat or site is not registered in the chamber's area for the conciliation board?,faq_685
"In that situation, does the company's duty to cooperate mean we need to offer a written settlement too?",faq_685
"If our registered office/place of business is in another county, what kind of cooperation is expected in the consumer's request?",faq_685
Ki szerelheti fel és bonthatja le a légvárakat?,faq_684
A légvárat csak a szolgáltató telepítheti és szétszedheti?,faq_684
Ki felel a légvár telepítéséért és bontásáért?,faq_684
"Maga az ügyfél felállíthatja vagy lebontja a légvárat, vagy csak a szolgáltató?",faq_684
"Ki bonthatja le az ugrálóvárat, lehet ezt más is csinálni?",faq_684
Mikor beszéljük meg pontosan a bérlés részleteit?,faq_690
A bérlés előtt mikor egyeztetnek velem a részletekről?,faq_690
Mikorra várható a bérlés pontosítása és az egyeztetés?,faq_690
Melyik héten szokják véglegesíteni a bérlés részleteit?,faq_690
"A bérlés hetén egyeztetnek a részletekről, vagy előbb?",faq_690
"Ha a cég székhelye nem abban a megyében van, ahol a békéltető testület működik, mire köteles együttműködés címén a vállalkozás?",faq_686
"Mit kell tennie a vállalkozásnak, ha a telephelye nem a területileg illetékes békéltető testület kamarai megyéjében van bejegyezve?",faq_686
"Meddig terjed az együttműködési kötelezettség, ha a cég székhelye vagy telephelye más megyében van, mint az illetékes békéltető testület?",faq_686
Ilyen esetben csak írásbeli egyezséget kell felajánlani a fogyasztónak?,faq_686
"Ha nem a megfelelő megyében van a vállalkozás bejegyezve, akkor pontosan milyen együttműködés várható el tőle a békéltető testület eljárásában?",faq_686
Mikor beszélitek meg és véglegesítitek a bérlés részleteit?,faq_689
A kölcsönzés részleteit mikor egyeztetitek le pontosan?,faq_689
When do you confirm the rental details?,faq_689
Mikor lesznek véglegesek a bérlés feltételei és részletei?,faq_689
A bérlésről szóló részleteket a hét melyik részében rögzítitek?,faq_689
Mit tartalmaz a rendelés visszaigazolása?,faq_691
What is included in the order confirmation email?,faq_691
A visszaigazoló e-mailben benne van az ajánlat is?,faq_691
"How does the lessor confirm the order, and what's included?",faq_691
Milyen infó van a megrendelés visszaigazoló levelében?,faq_691
What if one of the rental items I asked for isn’t available?,faq_693
"If a requested item is out of stock, what happens?",faq_693
Do you offer a substitute when a rental product isn’t available?,faq_693
"Mi történik, ha a bérelni kért eszközök közül valamelyik nem elérhető?",faq_693
What happens if part of my rental order is unavailable?,faq_693
"Mi van akkor, ha a bérelni szeretett eszköz nincs készleten?",faq_694
"Mit csinálnak, ha valamelyik bérelhető eszköz nem elérhető?",faq_694
"Ha az egyik kért eszköz nem elérhető, kapok helyette mást?",faq_694
"Mi történik, ha a kiválasztott bérlési eszköz nem elérhető?",faq_694
"Előfordulhat, hogy nincs a kívánt eszköz, és ilyenkor ajánlanak helyettesítőt?",faq_694
Milyen adatokat kell megadni a megrendelésben?,faq_696
Mit kell feltüntetni a rendelésnél az átvételhez és visszaszállításhoz?,faq_696
A megrendelésben pontosan milyen információk szerepeljenek?,faq_696
Mit írjak bele a megrendelésbe az eszközök bérlésénél?,faq_696
Az időpontokon kívül még mit kell megadni a rendelésben?,faq_696
Mit kell megadni a rendelésben az átvételhez és visszaszállításhoz?,faq_695
Milyen infók kellenek a rendelés leadásakor az átvéshez meg visszavitelhez?,faq_695
What details should I include in my order for pickup and return?,faq_695
"Milyen adatokat írjak bele a rendelésbe, hogy az átvétel és a visszaszállítás rendben legyen?",faq_695
A rendelésben pontosan mit kell feltüntetni: időpontokat vagy a bérelhető termékek listáját is?,faq_695
What am I confirming when I sign the Delivery Note as the renter?,faq_697
"By signing the delivery note, what do I certify about the device?",faq_697
Does signing the Delivery Note mean I received the equipment in good working order?,faq_697
What does my signature on the delivery note confirm about the device condition?,faq_697
"As the renter, what am I agreeing to when I sign the delivery note?",faq_697
"Mi a teendő, ha az átadáskor koszos, sérült vagy hibás az eszköz, de mégis kibéreljük?",faq_699
"Mit csinál a Bérbeadó, ha átvételkor sérülést vagy hiányos működést észlelünk, de a Bérlő továbbra is bérli az eszközt?",faq_699
"Ha átadáskor szennyeződést vagy hibát találunk, és ennek ellenére mégis elviszem a terméket, ezt hogyan rögzítik?",faq_699
"Átvételnél ha sérültnek vagy nem megfelelően működőnek tűnik valami, mi történik a szállítólevélen?",faq_699
"Mi van akkor, ha az eszköz átvételekor problémát látunk, de a bérlési szándék marad?",faq_699
Who has to pay for damages or missing items listed on the delivery note?,faq_700
Am I responsible for faults or missing items noted on the delivery note?,faq_700
A bérlő felel a szállítólevélen rögzített sérülésekért vagy hiányokért?,faq_700
"If the Delivery Note mentions damage or missing stuff, is the renter liable?",faq_700
"Kinek a felelőssége a szállítólevélen szereplő károk, hibák vagy hiányzó tételek?",faq_700
Mit igazolok a bérleti szerződés aláírásával?,faq_703
A Bérleti Szerződés aláírása mit jelent pontosan a bérlő részéről?,faq_703
"Mire vállalok nyilatkozatot, ha aláírom a bérleti szerződést?",faq_703
"A szerződés aláírásával azt is igazolom, hogy az adatok helyesek?",faq_703
Mit fogad el a bérlő a Bérleti Szerződés aláírásakor?,faq_703
Mit írnak a rendelés visszaigazolásában?,faq_692
Mi van benne a megrendelés visszaigazoló emailben?,faq_692
A visszaigazolás tartalmazza az árajánlatot is?,faq_692
Milyen információkat küld a bérbeadó a megrendelés jóváhagyásakor?,faq_692
"Mit kapok emailben a rendelés visszaigazolásakor, benne van a bérleti ajánlat is?",faq_692
What do these Terms and Conditions apply to?,faq_704
What does the T&C cover on this website?,faq_704
What are the purchase conditions in these Terms and Conditions for?,faq_704
What products are covered by these Terms and Conditions?,faq_704
What do the Terms and Conditions include for items rented through the Website?,faq_704
Mit erősít meg a Bérlő a Bérleti Szerződés aláírásával?,faq_702
What does signing the rental agreement mean for the renter?,faq_702
A Bérleti Szerződés aláírásakor mit fogad el és mire erősít rá a Bérlő?,faq_702
Does the renter confirm the information in the lease agreement is correct when signing it?,faq_702
"Mit igazol a bérlő, amikor aláírja a bérleti szerződést?",faq_702
"A szállítólevélen feltüntetett sérülésekért ki felelős, a bérlőnek felróható ez?",faq_701
"Ha a szállítólevélen van rögzítve a hiba vagy hiány, azt a bérlőre lehet terhelni?",faq_701
A szállítólevélen szereplő sérülések és hiányosságok a bérlő hibájának számítanak?,faq_701
A szállítólevélre írt károk miatt felelősségre vonható a bérlő?,faq_701
A bérlőnek beszámítják a szállítólevélen rögzített sérüléseket vagy hibákat?,faq_701
Where can I find the technical details for using the website?,faq_706
"What information do I need to use the Website, and where is it listed?",faq_706
"If the technical info isn't in the terms, where do I look on the site?",faq_706
How do I find any extra technical instructions for using the website?,faq_706
Where on the Website can I get the technical information I need?,faq_706
Mire vonatkozik ez az ÁSZF pontosan?,faq_705
Ez az ÁSZF milyen termékekre érvényes?,faq_705
A Honlapon kölcsönözhető termékekre vonatkozik ez az ÁSZF?,faq_705
Milyen vásárlási feltételeket szabályoz ez az ÁSZF?,faq_705
"Ez a szabályzat a Szolgáltató összes, weboldalon elérhető kölcsönözhető termékére vonatkozik?",faq_705
"Milyen plusz szolgáltatásokat lehet választani a foglalás végén, és mennyibe kerülnek?",faq_708
What extra options are available and what are their prices?,faq_708
Milyen extra szolgáltatások vannak és mennyi az áruk?,faq_708
"Can I add a photo booth, foam party, or kids Zumba party, and how much does each cost?",faq_708
"Milyen kiegészítő szolgáltatásokat lehet kérni, pl. photo booth vagy foam party, és ezeknek mi az ára?",faq_708
Hol tudom megnézni a honlap használatához szükséges technikai infókat?,faq_707
Melyik oldalon található a weboldal használatához kellő technikai tájékoztatás?,faq_707
"Ha az ÁSZF-ben nincs benne valami technikai tudnivaló, hol találom meg?",faq_707
Hol érhetem el a Honlap használatához szükséges egyéb technikai információkat?,faq_707
A weboldal használatához szükséges technikai tájékoztatás hol van feltüntetve?,faq_707
"What happens if the vehicle is dirty, damaged, or not fully working when I pick it up?",faq_698
"At handover, if we find contamination or damage, what is done on the delivery note?",faq_698
"If something is broken or incomplete at delivery, can I still take the rental, and how is it recorded?",faq_698
What do they do if there’s damage or a problem with functioning when the item is handed over?,faq_698
"Handing over the rental: if there is contamination, damage, or it doesn't work properly, what happens?",faq_698
"Milyen extra szolgáltatásokat lehet kérni a foglalás végére, és mennyi az áruk?",faq_709
"Mennyibe kerül a szelfigép, a habparty és a gyerek zumbaparty extra szolgáltatásként?",faq_709
"Milyen plusz programok választhatók, és milyen díjjal járnak?",faq_709
Tudnál írni az elérhető extrákról és az áraikról a foglalásnál?,faq_709
"Mik az opcionális extra szolgáltatások, és hány forintba kerülnek: szelfigép, habparty, gyerek Zumba party?",faq_709
Mit kell elfogadni a foglalás végén?,faq_711
Foglalás befejezésekor mit kell jóváhagyni?,faq_711
A foglalás végén melyik nyilatkozatot kell elfogadni?,faq_711
"Mire kell kattintani a foglalás végén, mit kell elfogadni?",faq_711
Foglalás végén adatvédelmi nyilatkozatot kell elfogadni?,faq_711
Mit kell beírni a megjegyzés mezőbe foglaláskor?,faq_712
What do I enter in the note field when booking?,faq_712
Hova írjam a külön kéréseket vagy pontosítást a foglalásnál?,faq_712
"Mi a teendő a „Note, special request, clarification” mezővel?",faq_712
Foglaláskor a megjegyzés részbe mit kell írni?,faq_712
Mit kell elfogadni a foglalás végén?,faq_710
What do I need to accept at the end of booking?,faq_710
"At checkout of the booking, what has to be accepted?",faq_710
Milyen nyilatkozatot kell elfogadni a foglalás befejezésekor?,faq_710
Do I need to accept the privacy statement when finishing the booking?,faq_710
Mit írjak a foglalásnál a megjegyzés mezőbe?,faq_713
A foglalás során a megjegyzés rovatba mit kell megadni?,faq_713
"Mire való a „Megjegyzés, külön kérés, pontosítás” mező a foglalásnál?",faq_713
Mit lehet beírni a foglalás végén a megjegyzés mezőbe?,faq_713
A foglalásnál a megjegyzés részbe külön kérést vagy pontosítást kell írni?,faq_713
Milyen játékokat lehet bérelni a cégnél?,faq_715
Milyen gépek és játékok bérbeadásával foglalkoznak?,faq_715
"Csocsó, darts, biliárd és léghoki is van a kínálatban?",faq_715
Milyen szórakoztató játékok üzemeltetését és bérlését vállalják?,faq_715
Mik a cég bérbeadható játékai és gépei?,faq_715
Milyen a jó kültéri pingpong asztal?,faq_717
Milyen tulajdonságai vannak egy jó asztalitenisz asztalnak kültérre?,faq_717
Mitől lesz jó egy outdoor pingpongasztal?,faq_717
Milyen szempontok alapján érdemes választani kültéri asztalitenisz asztalt?,faq_717
jó kültéri pingpongasztal milyen?,faq_717
Milyen jó kültéri pingpongasztalt érdemes venni?,faq_716
What makes a good outdoor table tennis table?,faq_716
Ajánlotok valami jó ping pong asztalt kintre?,faq_716
Milyen tulajdonságai vannak egy jó outdoor asztalitenisz asztalnak?,faq_716
best outdoor ping pong table?,faq_716
Milyen főmenüpontok vannak az oldalon?,faq_718
What are the main menu options on the website?,faq_718
Milyen menü elemek érhetők el a főoldalon?,faq_718
Tudnád felsorolni a site fő menüjét?,faq_718
What main navigation items does the page have?,faq_718
Mik a fő menüpontok az oldalon?,faq_719
Milyen fő menük találhatók a weboldalon?,faq_719
"Meg tudod mondani, milyen menüpontok vannak fent az oldalon?",faq_719
Melyik fő oldalszekciók érhetők el a honlapon?,faq_719
Milyen fő navigációs pontok vannak a site-on?,faq_719
Milyen játékokat és gépeket adnak bérbe?,faq_714
What do you rent out and operate besides foosball?,faq_714
"Milyen berendezéseket lehet náluk bérelni, például csocsó mellett?",faq_714
"Do they rent darts, billiards, and air hockey machines too?",faq_714
Milyen játékautomatákat üzemeltetnek és kölcsönöznek?,faq_714
Mikor lehet telefonon elérni a céget?,faq_720
Hány óráig hívhatom őket hétköznapokon?,faq_720
"Mikor tudok telefonon beszélni velük, munkaidőben?",faq_720
What are the phone hours for the company on weekdays?,faq_720
"Mikor vegyek fel velük a kapcsolatot telefonon, és mikor inkább üzenjek?",faq_720
Mikor lehet felhívni a céget telefonon?,faq_721
Milyen időben érhető el telefonon az ügyfélszolgálat?,faq_721
Mikor tudom őket telefonon elérni hétközben?,faq_721
08:00 és 17:00 között lehet hívni a céget?,faq_721
